,School Name,Region,School Type,Undergraduate Major,Adjusted Salary
9628,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,History,36356
9629,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Hospitality & Tourism,34956
9630,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Industrial Engineering,54856
9631,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Information Technology (IT),46256
9632,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Interior Design,33256
9633,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,International Relations,38056
9634,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Journalism,32756
9635,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Management Information Systems (MIS),46356
9636,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Marketing,37956
9637,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Math,42556
9638,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Mechanical Engineering,55056
9639,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Music,33056
9640,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Nursing,51356
9641,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Nutrition,37056
9642,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Philosophy,37056
9643,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Physician Assistant,71456
9644,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Physics,47456
9645,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Political Science,37956
9646,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Psychology,33056
9647,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Religion,31256
9648,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Sociology,33656
9649,University of Massachusetts (UMass) - Dartmouth,Northeastern,State,Spanish,31156
9650,Montana State University - Bozeman,Western,State,Accounting,46556
9651,Montana State University - Bozeman,Western,State,Aerospace Engineering,58256
9652,Montana State University - Bozeman,Western,State,Agriculture,43156
9653,Montana State University - Bozeman,Western,State,Anthropology,37356
9654,Montana State University - Bozeman,Western,State,Architecture,42156
9655,Montana State University - Bozeman,Western,State,Art History,36356
9656,Montana State University - Bozeman,Western,State,Biology,39356
9657,Montana State University - Bozeman,Western,State,Business Management,43556
9658,Montana State University - Bozeman,Western,State,Chemical Engineering,63756
9659,Montana State University - Bozeman,Western,State,Chemistry,43156
9660,Montana State University - Bozeman,Western,State,Civil Engineering,54456
9661,Montana State University - Bozeman,Western,State,Communications,38656
9662,Montana State University - Bozeman,Western,State,Computer Engineering,61956
9663,Montana State University - Bozeman,Western,State,Computer Science,56456
9664,Montana State University - Bozeman,Western,State,Construction,54256
9665,Montana State University - Bozeman,Western,State,Criminal Justice,35556
9666,Montana State University - Bozeman,Western,State,Drama,36456
9667,Montana State University - Bozeman,Western,State,Economics,50656
9668,Montana State University - Bozeman,Western,State,Education,35456
9669,Montana State University - Bozeman,Western,State,Electrical Engineering,61456
9670,Montana State University - Bozeman,Western,State,English,38556
9671,Montana State University - Bozeman,Western,State,Film,38456
9672,Montana State University - Bozeman,Western,State,Finance,48456
9673,Montana State University - Bozeman,Western,State,Forestry,39656
9674,Montana State University - Bozeman,Western,State,Geography,41756
9675,Montana State University - Bozeman,Western,State,Geology,44056
9676,Montana State University - Bozeman,Western,State,Graphic Design,36256
9677,Montana State University - Bozeman,Western,State,Health Care Administration,39356
9678,Montana State University - Bozeman,Western,State,History,39756
9679,Montana State University - Bozeman,Western,State,Hospitality & Tourism,38356
9680,Montana State University - Bozeman,Western,State,Industrial Engineering,58256
9681,Montana State University - Bozeman,Western,State,Information Technology (IT),49656
9682,Montana State University - Bozeman,Western,State,Interior Design,36656
9683,Montana State University - Bozeman,Western,State,International Relations,41456
9684,Montana State University - Bozeman,Western,State,Journalism,36156
9685,Montana State University - Bozeman,Western,State,Management Information Systems (MIS),49756
9686,Montana State University - Bozeman,Western,State,Marketing,41356
9687,Montana State University - Bozeman,Western,State,Math,45956
9688,Montana State University - Bozeman,Western,State,Mechanical Engineering,58456
9689,Montana State University - Bozeman,Western,State,Music,36456
9690,Montana State University - Bozeman,Western,State,Nursing,54756
9691,Montana State University - Bozeman,Western,State,Nutrition,40456
9692,Montana State University - Bozeman,Western,State,Philosophy,40456
9693,Montana State University - Bozeman,Western,State,Physician Assistant,74856
9694,Montana State University - Bozeman,Western,State,Physics,50856
9695,Montana State University - Bozeman,Western,State,Political Science,41356
9696,Montana State University - Bozeman,Western,State,Psychology,36456
9697,Montana State University - Bozeman,Western,State,Religion,34656
9698,Montana State University - Bozeman,Western,State,Sociology,37056
9699,Montana State University - Bozeman,Western,State,Spanish,34556
9700,State University of New York (SUNY) at Oneonta,Northeastern,State,Accounting,37456
9701,State University of New York (SUNY) at Oneonta,Northeastern,State,Aerospace Engineering,49156
9702,State University of New York (SUNY) at Oneonta,Northeastern,State,Agriculture,34056
9703,State University of New York (SUNY) at Oneonta,Northeastern,State,Anthropology,28256
9704,State University of New York (SUNY) at Oneonta,Northeastern,State,Architecture,33056
9705,State University of New York (SUNY) at Oneonta,Northeastern,State,Art History,27256
9706,State University of New York (SUNY) at Oneonta,Northeastern,State,Biology,30256
9707,State University of New York (SUNY) at Oneonta,Northeastern,State,Business Management,34456
9708,State University of New York (SUNY) at Oneonta,Northeastern,State,Chemical Engineering,54656
9709,State University of New York (SUNY) at Oneonta,Northeastern,State,Chemistry,34056
9710,State University of New York (SUNY) at Oneonta,Northeastern,State,Civil Engineering,45356
9711,State University of New York (SUNY) at Oneonta,Northeastern,State,Communications,29556
9712,State University of New York (SUNY) at Oneonta,Northeastern,State,Computer Engineering,52856
9713,State University of New York (SUNY) at Oneonta,Northeastern,State,Computer Science,47356
9714,State University of New York (SUNY) at Oneonta,Northeastern,State,Construction,45156
9715,State University of New York (SUNY) at Oneonta,Northeastern,State,Criminal Justice,26456
9716,State University of New York (SUNY) at Oneonta,Northeastern,State,Drama,27356
9717,State University of New York (SUNY) at Oneonta,Northeastern,State,Economics,41556
9718,State University of New York (SUNY) at Oneonta,Northeastern,State,Education,26356
9719,State University of New York (SUNY) at Oneonta,Northeastern,State,Electrical Engineering,52356
9720,State University of New York (SUNY) at Oneonta,Northeastern,State,English,29456
9721,State University of New York (SUNY) at Oneonta,Northeastern,State,Film,29356
9722,State University of New York (SUNY) at Oneonta,Northeastern,State,Finance,39356
9723,State University of New York (SUNY) at Oneonta,Northeastern,State,Forestry,30556
9724,State University of New York (SUNY) at Oneonta,Northeastern,State,Geography,32656
9725,State University of New York (SUNY) at Oneonta,Northeastern,State,Geology,34956
9726,State University of New York (SUNY) at Oneonta,Northeastern,State,Graphic Design,27156
9727,State University of New York (SUNY) at Oneonta,Northeastern,State,Health Care Administration,30256
9728,State University of New York (SUNY) at Oneonta,Northeastern,State,History,30656
9729,State University of New York (SUNY) at Oneonta,Northeastern,State,Hospitality & Tourism,29256
9730,State University of New York (SUNY) at Oneonta,Northeastern,State,Industrial Engineering,49156
9731,State University of New York (SUNY) at Oneonta,Northeastern,State,Information Technology (IT),40556
9732,State University of New York (SUNY) at Oneonta,Northeastern,State,Interior Design,27556
9733,State University of New York (SUNY) at Oneonta,Northeastern,State,International Relations,32356
9734,State University of New York (SUNY) at Oneonta,Northeastern,State,Journalism,27056
9735,State University of New York (SUNY) at Oneonta,Northeastern,State,Management Information Systems (MIS),40656
9736,State University of New York (SUNY) at Oneonta,Northeastern,State,Marketing,32256
9737,State University of New York (SUNY) at Oneonta,Northeastern,State,Math,36856
9738,State University of New York (SUNY) at Oneonta,Northeastern,State,Mechanical Engineering,49356
9739,State University of New York (SUNY) at Oneonta,Northeastern,State,Music,27356
9740,State University of New York (SUNY) at Oneonta,Northeastern,State,Nursing,45656
9741,State University of New York (SUNY) at Oneonta,Northeastern,State,Nutrition,31356
9742,State University of New York (SUNY) at Oneonta,Northeastern,State,Philosophy,31356
9743,State University of New York (SUNY) at Oneonta,Northeastern,State,Physician Assistant,65756
9744,State University of New York (SUNY) at Oneonta,Northeastern,State,Physics,41756
9745,State University of New York (SUNY) at Oneonta,Northeastern,State,Political Science,32256
9746,State University of New York (SUNY) at Oneonta,Northeastern,State,Psychology,27356
9747,State University of New York (SUNY) at Oneonta,Northeastern,State,Religion,25556
9748,State University of New York (SUNY) at Oneonta,Northeastern,State,Sociology,27956
9749,State University of New York (SUNY) at Oneonta,Northeastern,State,Spanish,25456
9750,University of Louisiana (UL) at Lafayette,Southern,State,Accounting,41056
9751,University of Louisiana (UL) at Lafayette,Southern,State,Aerospace Engineering,52756
9752,University of Louisiana (UL) at Lafayette,Southern,State,Agriculture,37656
9753,University of Louisiana (UL) at Lafayette,Southern,State,Anthropology,31856
9754,University of Louisiana (UL) at Lafayette,Southern,State,Architecture,36656
9755,University of Louisiana (UL) at Lafayette,Southern,State,Art History,30856
9756,University of Louisiana (UL) at Lafayette,Southern,State,Biology,33856
9757,University of Louisiana (UL) at Lafayette,Southern,State,Business Management,38056
9758,University of Louisiana (UL) at Lafayette,Southern,State,Chemical Engineering,58256
9759,University of Louisiana (UL) at Lafayette,Southern,State,Chemistry,37656
9760,University of Louisiana (UL) at Lafayette,Southern,State,Civil Engineering,48956
9761,University of Louisiana (UL) at Lafayette,Southern,State,Communications,33156
9762,University of Louisiana (UL) at Lafayette,Southern,State,Computer Engineering,56456
9763,University of Louisiana (UL) at Lafayette,Southern,State,Computer Science,50956
9764,University of Louisiana (UL) at Lafayette,Southern,State,Construction,48756
9765,University of Louisiana (UL) at Lafayette,Southern,State,Criminal Justice,30056
9766,University of Louisiana (UL) at Lafayette,Southern,State,Drama,30956
9767,University of Louisiana (UL) at Lafayette,Southern,State,Economics,45156
9768,University of Louisiana (UL) at Lafayette,Southern,State,Education,29956
9769,University of Louisiana (UL) at Lafayette,Southern,State,Electrical Engineering,55956
9770,University of Louisiana (UL) at Lafayette,Southern,State,English,33056
9771,University of Louisiana (UL) at Lafayette,Southern,State,Film,32956
9772,University of Louisiana (UL) at Lafayette,Southern,State,Finance,42956
9773,University of Louisiana (UL) at Lafayette,Southern,State,Forestry,34156
9774,University of Louisiana (UL) at Lafayette,Southern,State,Geography,36256
9775,University of Louisiana (UL) at Lafayette,Southern,State,Geology,38556
9776,University of Louisiana (UL) at Lafayette,Southern,State,Graphic Design,30756
9777,University of Louisiana (UL) at Lafayette,Southern,State,Health Care Administration,33856
9778,University of Louisiana (UL) at Lafayette,Southern,State,History,34256
9779,University of Louisiana (UL) at Lafayette,Southern,State,Hospitality & Tourism,32856
9780,University of Louisiana (UL) at Lafayette,Southern,State,Industrial Engineering,52756
9781,University of Louisiana (UL) at Lafayette,Southern,State,Information Technology (IT),44156
9782,University of Louisiana (UL) at Lafayette,Southern,State,Interior Design,31156
9783,University of Louisiana (UL) at Lafayette,Southern,State,International Relations,35956
9784,University of Louisiana (UL) at Lafayette,Southern,State,Journalism,30656
9785,University of Louisiana (UL) at Lafayette,Southern,State,Management Information Systems (MIS),44256
9786,University of Louisiana (UL) at Lafayette,Southern,State,Marketing,35856
9787,University of Louisiana (UL) at Lafayette,Southern,State,Math,40456
9788,University of Louisiana (UL) at Lafayette,Southern,State,Mechanical Engineering,52956
9789,University of Louisiana (UL) at Lafayette,Southern,State,Music,30956
9790,University of Louisiana (UL) at Lafayette,Southern,State,Nursing,49256
9791,University of Louisiana (UL) at Lafayette,Southern,State,Nutrition,34956
9792,University of Louisiana (UL) at Lafayette,Southern,State,Philosophy,34956
9793,University of Louisiana (UL) at Lafayette,Southern,State,Physician Assistant,69356
9794,University of Louisiana (UL) at Lafayette,Southern,State,Physics,45356
9795,University of Louisiana (UL) at Lafayette,Southern,State,Political Science,35856
9796,University of Louisiana (UL) at Lafayette,Southern,State,Psychology,30956
9797,University of Louisiana (UL) at Lafayette,Southern,State,Religion,29156
9798,University of Louisiana (UL) at Lafayette,Southern,State,Sociology,31556
9799,University of Louisiana (UL) at Lafayette,Southern,State,Spanish,29056
9800,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Accounting,40756
9801,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Aerospace Engineering,52456
9802,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Agriculture,37356
9803,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Anthropology,31556
9804,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Architecture,36356
9805,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Art History,30556
9806,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Biology,33556
9807,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Business Management,37756
9808,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Chemical Engineering,57956
9809,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Chemistry,37356
9810,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Civil Engineering,48656
9811,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Communications,32856
9812,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Computer Engineering,56156
9813,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Computer Science,50656
9814,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Construction,48456
9815,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Criminal Justice,29756
9816,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Drama,30656
9817,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Economics,44856
9818,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Education,29656
9819,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Electrical Engineering,55656
9820,State University of New York (SUNY) at Plattsburgh,Northeastern,State,English,32756
9821,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Film,32656
9822,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Finance,42656
9823,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Forestry,33856
9824,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Geography,35956
9825,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Geology,38256
9826,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Graphic Design,30456
9827,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Health Care Administration,33556
9828,State University of New York (SUNY) at Plattsburgh,Northeastern,State,History,33956
9829,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Hospitality & Tourism,32556
9830,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Industrial Engineering,52456
9831,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Information Technology (IT),43856
9832,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Interior Design,30856
9833,State University of New York (SUNY) at Plattsburgh,Northeastern,State,International Relations,35656
9834,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Journalism,30356
9835,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Management Information Systems (MIS),43956
9836,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Marketing,35556
9837,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Math,40156
9838,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Mechanical Engineering,52656
9839,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Music,30656
9840,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Nursing,48956
9841,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Nutrition,34656
9842,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Philosophy,34656
9843,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Physician Assistant,69056
9844,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Physics,45056
9845,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Political Science,35556
9846,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Psychology,30656
9847,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Religion,28856
9848,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Sociology,31256
9849,State University of New York (SUNY) at Plattsburgh,Northeastern,State,Spanish,28756
9850,Wayne State University,Midwestern,State,Accounting,42756
9851,Wayne State University,Midwestern,State,Aerospace Engineering,54456
9852,Wayne State University,Midwestern,State,Agriculture,39356
9853,Wayne State University,Midwestern,State,Anthropology,33556
9854,Wayne State University,Midwestern,State,Architecture,38356
9855,Wayne State University,Midwestern,State,Art History,32556
9856,Wayne State University,Midwestern,State,Biology,35556
9857,Wayne State University,Midwestern,State,Business Management,39756
9858,Wayne State University,Midwestern,State,Chemical Engineering,59956
9859,Wayne State University,Midwestern,State,Chemistry,39356
9860,Wayne State University,Midwestern,State,Civil Engineering,50656
9861,Wayne State University,Midwestern,State,Communications,34856
9862,Wayne State University,Midwestern,State,Computer Engineering,58156
9863,Wayne State University,Midwestern,State,Computer Science,52656
9864,Wayne State University,Midwestern,State,Construction,50456
9865,Wayne State University,Midwestern,State,Criminal Justice,31756
9866,Wayne State University,Midwestern,State,Drama,32656
9867,Wayne State University,Midwestern,State,Economics,46856
9868,Wayne State University,Midwestern,State,Education,31656
9869,Wayne State University,Midwestern,State,Electrical Engineering,57656
9870,Wayne State University,Midwestern,State,English,34756
9871,Wayne State University,Midwestern,State,Film,34656
9872,Wayne State University,Midwestern,State,Finance,44656
9873,Wayne State University,Midwestern,State,Forestry,35856
9874,Wayne State University,Midwestern,State,Geography,37956
9875,Wayne State University,Midwestern,State,Geology,40256
9876,Wayne State University,Midwestern,State,Graphic Design,32456
9877,Wayne State University,Midwestern,State,Health Care Administration,35556
9878,Wayne State University,Midwestern,State,History,35956
9879,Wayne State University,Midwestern,State,Hospitality & Tourism,34556
9880,Wayne State University,Midwestern,State,Industrial Engineering,54456
9881,Wayne State University,Midwestern,State,Information Technology (IT),45856
9882,Wayne State University,Midwestern,State,Interior Design,32856
9883,Wayne State University,Midwestern,State,International Relations,37656
9884,Wayne State University,Midwestern,State,Journalism,32356
9885,Wayne State University,Midwestern,State,Management Information Systems (MIS),45956
9886,Wayne State University,Midwestern,State,Marketing,37556
9887,Wayne State University,Midwestern,State,Math,42156
9888,Wayne State University,Midwestern,State,Mechanical Engineering,54656
9889,Wayne State University,Midwestern,State,Music,32656
9890,Wayne State University,Midwestern,State,Nursing,50956
9891,Wayne State University,Midwestern,State,Nutrition,36656
9892,Wayne State University,Midwestern,State,Philosophy,36656
9893,Wayne State University,Midwestern,State,Physician Assistant,71056
9894,Wayne State University,Midwestern,State,Physics,47056
9895,Wayne State University,Midwestern,State,Political Science,37556
9896,Wayne State University,Midwestern,State,Psychology,32656
9897,Wayne State University,Midwestern,State,Religion,30856
9898,Wayne State University,Midwestern,State,Sociology,33256
9899,Wayne State University,Midwestern,State,Spanish,30756
9900,University of Hawaii,Western,State,Accounting,43756
9901,University of Hawaii,Western,State,Aerospace Engineering,55456
9902,University of Hawaii,Western,State,Agriculture,40356
9903,University of Hawaii,Western,State,Anthropology,34556
9904,University of Hawaii,Western,State,Architecture,39356
9905,University of Hawaii,Western,State,Art History,33556
9906,University of Hawaii,Western,State,Biology,36556
9907,University of Hawaii,Western,State,Business Management,40756
9908,University of Hawaii,Western,State,Chemical Engineering,60956
9909,University of Hawaii,Western,State,Chemistry,40356
9910,University of Hawaii,Western,State,Civil Engineering,51656
9911,University of Hawaii,Western,State,Communications,35856
9912,University of Hawaii,Western,State,Computer Engineering,59156
9913,University of Hawaii,Western,State,Computer Science,53656
9914,University of Hawaii,Western,State,Construction,51456
9915,University of Hawaii,Western,State,Criminal Justice,32756
9916,University of Hawaii,Western,State,Drama,33656
9917,University of Hawaii,Western,State,Economics,47856
9918,University of Hawaii,Western,State,Education,32656
9919,University of Hawaii,Western,State,Electrical Engineering,58656
9920,University of Hawaii,Western,State,English,35756
9921,University of Hawaii,Western,State,Film,35656
9922,University of Hawaii,Western,State,Finance,45656
9923,University of Hawaii,Western,State,Forestry,36856
9924,University of Hawaii,Western,State,Geography,38956
9925,University of Hawaii,Western,State,Geology,41256
9926,University of Hawaii,Western,State,Graphic Design,33456
9927,University of Hawaii,Western,State,Health Care Administration,36556
9928,University of Hawaii,Western,State,History,36956
9929,University of Hawaii,Western,State,Hospitality & Tourism,35556
9930,University of Hawaii,Western,State,Industrial Engineering,55456
9931,University of Hawaii,Western,State,Information Technology (IT),46856
9932,University of Hawaii,Western,State,Interior Design,33856
9933,University of Hawaii,Western,State,International Relations,38656
9934,University of Hawaii,Western,State,Journalism,33356
9935,University of Hawaii,Western,State,Management Information Systems (MIS),46956
9936,University of Hawaii,Western,State,Marketing,38556
9937,University of Hawaii,Western,State,Math,43156
9938,University of Hawaii,Western,State,Mechanical Engineering,55656
9939,University of Hawaii,Western,State,Music,33656
9940,University of Hawaii,Western,State,Nursing,51956
9941,University of Hawaii,Western,State,Nutrition,37656
9942,University of Hawaii,Western,State,Philosophy,37656
9943,University of Hawaii,Western,State,Physician Assistant,72056
9944,University of Hawaii,Western,State,Physics,48056
9945,University of Hawaii,Western,State,Political Science,38556
9946,University of Hawaii,Western,State,Psychology,33656
9947,University of Hawaii,Western,State,Religion,31856
9948,University of Hawaii,Western,State,Sociology,34256
9949,University of Hawaii,Western,State,Spanish,31756
9950,University of Toledo,Midwestern,State,Accounting,43056
9951,University of Toledo,Midwestern,State,Aerospace Engineering,54756
9952,University of Toledo,Midwestern,State,Agriculture,39656
9953,University of Toledo,Midwestern,State,Anthropology,33856
9954,University of Toledo,Midwestern,State,Architecture,38656
9955,University of Toledo,Midwestern,State,Art History,32856
9956,University of Toledo,Midwestern,State,Biology,35856
9957,University of Toledo,Midwestern,State,Business Management,40056
9958,University of Toledo,Midwestern,State,Chemical Engineering,60256
9959,University of Toledo,Midwestern,State,Chemistry,39656
9960,University of Toledo,Midwestern,State,Civil Engineering,50956
9961,University of Toledo,Midwestern,State,Communications,35156
9962,University of Toledo,Midwestern,State,Computer Engineering,58456
9963,University of Toledo,Midwestern,State,Computer Science,52956
9964,University of Toledo,Midwestern,State,Construction,50756
9965,University of Toledo,Midwestern,State,Criminal Justice,32056
9966,University of Toledo,Midwestern,State,Drama,32956
9967,University of Toledo,Midwestern,State,Economics,47156
9968,University of Toledo,Midwestern,State,Education,31956
9969,University of Toledo,Midwestern,State,Electrical Engineering,57956
9970,University of Toledo,Midwestern,State,English,35056
9971,University of Toledo,Midwestern,State,Film,34956
9972,University of Toledo,Midwestern,State,Finance,44956
9973,University of Toledo,Midwestern,State,Forestry,36156
9974,University of Toledo,Midwestern,State,Geography,38256
9975,University of Toledo,Midwestern,State,Geology,40556
9976,University of Toledo,Midwestern,State,Graphic Design,32756
9977,University of Toledo,Midwestern,State,Health Care Administration,35856
9978,University of Toledo,Midwestern,State,History,36256
9979,University of Toledo,Midwestern,State,Hospitality & Tourism,34856
9980,University of Toledo,Midwestern,State,Industrial Engineering,54756
9981,University of Toledo,Midwestern,State,Information Technology (IT),46156
9982,University of Toledo,Midwestern,State,Interior Design,33156
9983,University of Toledo,Midwestern,State,International Relations,37956
9984,University of Toledo,Midwestern,State,Journalism,32656
9985,University of Toledo,Midwestern,State,Management Information Systems (MIS),46256
9986,University of Toledo,Midwestern,State,Marketing,37856
9987,University of Toledo,Midwestern,State,Math,42456
9988,University of Toledo,Midwestern,State,Mechanical Engineering,54956
9989,University of Toledo,Midwestern,State,Music,32956
9990,University of Toledo,Midwestern,State,Nursing,51256
9991,University of Toledo,Midwestern,State,Nutrition,36956
9992,University of Toledo,Midwestern,State,Philosophy,36956
9993,University of Toledo,Midwestern,State,Physician Assistant,71356
9994,University of Toledo,Midwestern,State,Physics,47356
9995,University of Toledo,Midwestern,State,Political Science,37856
9996,University of Toledo,Midwestern,State,Psychology,32956
9997,University of Toledo,Midwestern,State,Religion,31156
9998,University of Toledo,Midwestern,State,Sociology,33556
9999,University of Toledo,Midwestern,State,Spanish,31056
10000,Florida International University (FIU),Southern,State,Accounting,43156
10001,Florida International University (FIU),Southern,State,Aerospace Engineering,54856
10002,Florida International University (FIU),Southern,State,Agriculture,39756
10003,Florida International University (FIU),Southern,State,Anthropology,33956
10004,Florida International University (FIU),Southern,State,Architecture,38756
10005,Florida International University (FIU),Southern,State,Art History,32956
10006,Florida International University (FIU),Southern,State,Biology,35956
10007,Florida International University (FIU),Southern,State,Business Management,40156
10008,Florida International University (FIU),Southern,State,Chemical Engineering,60356
10009,Florida International University (FIU),Southern,State,Chemistry,39756
10010,Florida International University (FIU),Southern,State,Civil Engineering,51056
10011,Florida International University (FIU),Southern,State,Communications,35256
10012,Florida International University (FIU),Southern,State,Computer Engineering,58556
10013,Florida International University (FIU),Southern,State,Computer Science,53056
10014,Florida International University (FIU),Southern,State,Construction,50856
10015,Florida International University (FIU),Southern,State,Criminal Justice,32156
10016,Florida International University (FIU),Southern,State,Drama,33056
10017,Florida International University (FIU),Southern,State,Economics,47256
10018,Florida International University (FIU),Southern,State,Education,32056
10019,Florida International University (FIU),Southern,State,Electrical Engineering,58056
10020,Florida International University (FIU),Southern,State,English,35156
10021,Florida International University (FIU),Southern,State,Film,35056
10022,Florida International University (FIU),Southern,State,Finance,45056
10023,Florida International University (FIU),Southern,State,Forestry,36256
10024,Florida International University (FIU),Southern,State,Geography,38356
10025,Florida International University (FIU),Southern,State,Geology,40656
10026,Florida International University (FIU),Southern,State,Graphic Design,32856
10027,Florida International University (FIU),Southern,State,Health Care Administration,35956
10028,Florida International University (FIU),Southern,State,History,36356
10029,Florida International University (FIU),Southern,State,Hospitality & Tourism,34956
10030,Florida International University (FIU),Southern,State,Industrial Engineering,54856
10031,Florida International University (FIU),Southern,State,Information Technology (IT),46256
10032,Florida International University (FIU),Southern,State,Interior Design,33256
10033,Florida International University (FIU),Southern,State,International Relations,38056
10034,Florida International University (FIU),Southern,State,Journalism,32756
10035,Florida International University (FIU),Southern,State,Management Information Systems (MIS),46356
10036,Florida International University (FIU),Southern,State,Marketing,37956
10037,Florida International University (FIU),Southern,State,Math,42556
10038,Florida International University (FIU),Southern,State,Mechanical Engineering,55056
10039,Florida International University (FIU),Southern,State,Music,33056
10040,Florida International University (FIU),Southern,State,Nursing,51356
10041,Florida International University (FIU),Southern,State,Nutrition,37056
10042,Florida International University (FIU),Southern,State,Philosophy,37056
10043,Florida International University (FIU),Southern,State,Physician Assistant,71456
10044,Florida International University (FIU),Southern,State,Physics,47456
10045,Florida International University (FIU),Southern,State,Political Science,37956
10046,Florida International University (FIU),Southern,State,Psychology,33056
10047,Florida International University (FIU),Southern,State,Religion,31256
10048,Florida International University (FIU),Southern,State,Sociology,33656
10049,Florida International University (FIU),Southern,State,Spanish,31156
10050,University of Wisconsin (UW) - Whitewater,Midwestern,State,Accounting,40756
10051,University of Wisconsin (UW) - Whitewater,Midwestern,State,Aerospace Engineering,52456
10052,University of Wisconsin (UW) - Whitewater,Midwestern,State,Agriculture,37356
10053,University of Wisconsin (UW) - Whitewater,Midwestern,State,Anthropology,31556
10054,University of Wisconsin (UW) - Whitewater,Midwestern,State,Architecture,36356
10055,University of Wisconsin (UW) - Whitewater,Midwestern,State,Art History,30556
10056,University of Wisconsin (UW) - Whitewater,Midwestern,State,Biology,33556
10057,University of Wisconsin (UW) - Whitewater,Midwestern,State,Business Management,37756
10058,University of Wisconsin (UW) - Whitewater,Midwestern,State,Chemical Engineering,57956
10059,University of Wisconsin (UW) - Whitewater,Midwestern,State,Chemistry,37356
10060,University of Wisconsin (UW) - Whitewater,Midwestern,State,Civil Engineering,48656
10061,University of Wisconsin (UW) - Whitewater,Midwestern,State,Communications,32856
10062,University of Wisconsin (UW) - Whitewater,Midwestern,State,Computer Engineering,56156
10063,University of Wisconsin (UW) - Whitewater,Midwestern,State,Computer Science,50656
10064,University of Wisconsin (UW) - Whitewater,Midwestern,State,Construction,48456
10065,University of Wisconsin (UW) - Whitewater,Midwestern,State,Criminal Justice,29756
10066,University of Wisconsin (UW) - Whitewater,Midwestern,State,Drama,30656
